ADSCrouchBaseMax,ADSCrouchBaseMin,ADSCrouchBaseSpreadDec,ADSCrouchBaseSpreadInc,ADSCrouchMoveMax,ADSCrouchMoveMin,ADSCrouchMoveSpreadDec,ADSCrouchMoveSpreadInc,ADSProneBaseMax,ADSProneBaseMin,ADSProneBaseSpreadDec,ADSProneBaseSpreadInc,ADSProneMoveMax,ADSProneMoveMin,ADSProneMoveSpreadDec,ADSProneMoveSpreadInc,ADSRecoilDec,ADSRecoilLeft,ADSRecoilRight,ADSRecoilUp,ADSStandBaseMax,ADSStandBaseMin,ADSStandBaseSpreadDec,ADSStandBaseSpreadInc,ADSStandMoveMax,ADSStandMoveMin,ADSStandMoveSpreadDec,ADSStandMoveSpreadInc,AltDeployTime,Ammo,BDrop,BRoF,BridgeDelay,Class,Damages0,Damages1,Damages2,Damages3,Damages4,Damages5,Damages6,Damages7,Damages8,Damages9,DeployTime,Dmg_distances0,Dmg_distances1,Dmg_distances2,Dmg_distances3,Dmg_distances4,Dmg_distances5,Dmg_distances6,Dmg_distances7,Dmg_distances8,Dmg_distances9,Drag,EDmg,FirstShotADSSpreadMul,FirstShotHIPSpreadMul,FirstShotRecoilMul,FirstSingleBulletTime,HIPCrouchBaseMax,HIPCrouchBaseMin,HIPCrouchBaseSpreadDec,HIPCrouchBaseSpreadInc,HIPCrouchMoveMax,HIPCrouchMoveMin,HIPCrouchMoveSpreadDec,HIPCrouchMoveSpreadInc,HIPProneBaseMax,HIPProneBaseMin,HIPProneBaseSpreadDec,HIPProneBaseSpreadInc,HIPProneMoveMax,HIPProneMoveMin,HIPProneMoveSpreadDec,HIPProneMoveSpreadInc,HIPRecoilDec,HIPRecoilLeft,HIPRecoilRight,HIPRecoilUp,HIPStandBaseMax,HIPStandBaseMin,HIPStandBaseSpreadDec,HIPStandBaseSpreadInc,HIPStandMoveMax,HIPStandMoveMin,HIPStandMoveSpreadDec,HIPStandMoveSpreadInc,HorDispersion,InitialSpeed,MagSize,NumBulletsReloaded,PostReloadDelay,ReloadDelay,ReloadEmpty,ReloadLeft,ReloadThrs,RoF,SDmg,ShotsPerBurst,ShotsPerShell,SingleBulletReloadTime,StripClipSize,StripReloadTime,TimeToLive,VerDispersion,WeapShowName
1.2,0.4,9,0.3,1.2,0.5,9,0.3,1.2,0.4,9,0.3,1.2,0.5,9,0.3,5,0.8,0.8,7,1.2,0.4,9,0.3,1.2,0.5,9,0.3,2,762x54mm,12,38,N/A,8,100,66.67,55.56,50,45,45,45,45,45,45,0.6,10,25,30,32,35,35,35,35,35,35,0.0025,45,1,1,1,N/A,2,0.8,9,0.3,2,1.2,9,0.3,2,0.8,9,0.3,2,1.2,9,0.3,5,0.8,0.8,7,2,0.8,9,0.3,2,1.2,9,0.3,0,390,5,N/A,N/A,N/A,N/A,N/A,N/A,38,100,3,1,N/A,4,N/A,1.5,0,Obrez Pistol
1.2,0.3,4.5,0.15,1.2,0.5,4.5,0.15,1.2,0.3,4.5,0.15,1.2,0.5,4.5,0.15,4,0.4,0.4,1.4,1.2,0.3,4.5,0.15,1.2,0.5,4.5,0.15,2,9x19mm,12,299,N/A,5,30,26.05,25,20.84,20,17.37,16.67,15,15,15,0.7,14,21,22,27,28,33,34,38.76,38.76,38.76,0.0025,15,1,1,1,N/A,3,1,4.5,0.15,3,1.5,4.5,0.15,3,1,4.5,0.15,3,1.5,4.5,0.15,4,0.4,0.4,1.4,3,1.5,4.5,0.15,3,2,4.5,0.15,0,370,33,33,N/A,N/A,2.6,1.7,0.8,299,30,3,1,N/A,N/A,N/A,1.5,0,P08 Artillery
1.2,0.4,4.5,0.15,1.2,0.5,4.5,0.15,1.2,0.4,4.5,0.15,1.2,0.5,4.5,0.15,5,0.5,0.5,1.5,1.2,0.4,4.5,0.15,1.2,0.5,4.5,0.15,2,9x19mm,12,299,N/A,8,30,26.05,25,20.84,20,17.37,16.67,15,15,15,0.5,12.29,15,16,21,22,27,28,32.76,32.76,32.76,0.0025,15,1,1,1,N/A,2,0.8,4.5,0.15,2,1.2,4.5,0.15,2,0.8,4.5,0.15,2,1.2,4.5,0.15,5,0.5,0.5,1.5,2,0.8,4.5,0.15,2,1.2,4.5,0.15,0,350,9,9,N/A,N/A,2.05,1.35,0.8,299,30,3,1,N/A,N/A,N/A,1.5,0,P08 Pistol
2.75,0.18,7.65,-0.099166661,3.5,1.02,7.65,-0.099166661,2.5,0.18,7.65,-0.099166661,3.25,1.02,7.65,-0.099166661,10.002,0.8,0.8,0.38,3,0.18,7.65,-0.099166661,3.75,1.02,7.65,-0.099166661,2,Mauser792x57mm,12,700,N/A,3,28,25,21,21,21,21,21,21,21,21,1.3,11,12,35,35,35,35,35,35,35,35,0.0025,21,-5.99998,-5.99998,1.8,N/A,4.75,2.75,16.2,-0.209999988,5.25,3.5,16.2,-0.209999988,4.25,2.5,16.2,-0.209999988,4.75,3.25,16.2,-0.209999988,10.002,0.8,0.8,0.38,5.25,3,16.2,-0.209999988,5.75,3.75,16.2,-0.209999988,0,870,100,N/A,N/A,N/A,N/A,N/A,N/A,700,28,3,1,N/A,-1,N/A,1.5,0,Parabellum MG14 Low Weight
2.75,0.18,2.55,-0.085,3.5,1.02,2.55,-0.085,2.5,0.18,2.55,-0.085,3.25,1.02,2.55,-0.085,6,0.8,0.8,0.38,3,0.18,2.55,-0.085,3.75,1.02,2.55,-0.085,2,Mauser792x57mm,12,700,N/A,3,28,25,21,21,21,21,21,21,21,21,1.3,11,12,35,35,35,35,35,35,35,35,0.0025,21,-7,-7,1.8,N/A,4.75,2.75,5.4,-0.18,5.25,3.5,5.4,-0.18,4.25,2.5,5.4,-0.18,4.75,3.25,5.4,-0.18,6,0.8,0.8,0.38,5.25,3,5.4,-0.18,5.75,3.75,5.4,-0.18,0,870,100,N/A,N/A,N/A,N/A,N/A,N/A,700,28,3,1,N/A,-1,N/A,1.5,0,Parabellum MG14 Suppressive
2.75,0.18,2.975,-0.085,3.5,1.02,2.975,-0.085,2.5,0.18,2.975,-0.085,3.25,1.02,2.975,-0.085,6,0.15,0.15,0.2,3,0.18,2.975,-0.085,3.75,1.02,2.975,-0.085,2,Carcano65x52mm,12,450,N/A,3,26.5,25,23,20.84,20,20,20,20,20,20,1.5,11,12,35,49,50,50,50,50,50,50,0.0025,20,-6,-6,1.25,N/A,4.75,2.75,6.3,-0.18,5.25,3.5,6.3,-0.18,4.25,2.5,6.3,-0.18,4.75,3.25,6.3,-0.18,6,0.15,0.15,0.2,5.25,3,6.3,-0.18,5.75,3.75,6.3,-0.18,0,700,120,N/A,N/A,N/A,N/A,N/A,N/A,450,26.5,3,1,N/A,20,N/A,1.5,0,Perino Model 1908 Defensive
2.75,0.18,8.925,-0.102,3.5,1.02,8.925,-0.102,2.5,0.18,8.925,-0.102,3.25,1.02,8.925,-0.102,10.002,0.15,0.15,0.2,3,0.18,8.925,-0.102,3.75,1.02,8.925,-0.102,2,Carcano65x52mm,12,450,N/A,3,26.5,25,23,20.84,20,20,20,20,20,20,1.5,11,12,35,49,50,50,50,50,50,50,0.0025,20,-4.999998,-4.999998,1.25,N/A,4.75,2.75,18.9,-0.216,5.25,3.5,18.9,-0.216,4.25,2.5,18.9,-0.216,4.75,3.25,18.9,-0.216,10.002,0.15,0.15,0.2,5.25,3,18.9,-0.216,5.75,3.75,18.9,-0.216,0,700,120,N/A,N/A,N/A,N/A,N/A,N/A,450,26.5,3,1,N/A,20,N/A,1.5,0,Perino Model 1908 Low Weight
1.2,0.18,6,0.2,1.2,0.56,6,0.2,1.2,0.18,6,0.2,1.2,0.56,6,0.2,3,0.1,0.1,1.2,1.2,0.18,6,0.2,1.2,0.56,6,0.2,2,8mm,12,224,N/A,5,40,21,21,21,21,21,21,21,21,21,0.7,13,40,40,40,40,40,40,40,40,40,0.0025,21,1,1,1,N/A,3,1,6,0.2,3,1.5,6,0.2,3,1,6,0.2,3,1.5,6,0.2,3,0.1,0.1,1.2,3,1.5,6,0.2,3,2,6,0.2,0,420,9,9,N/A,N/A,4,4,0.75,224,40,3,1,N/A,N/A,N/A,5,0,Pieper M1893
1.2,0.15,6,0.1,1.2,1.05,6,0.1,1.2,0.15,6,0.1,1.2,1.05,6,0.1,5.25,0.9,0.9,1.5,1.2,0.15,6,0.1,1.2,1.05,6,0.1,0.9,8mm,12,179,N/A,1,53,52.084,50,38,38,38,38,38,38,38,0.9,66,69,70,89,89,89,89,89,89,89,0.0025,38,1,1,1,N/A,3,2,6,0.1,3.5,2.5,6,0.1,2.5,1.5,6,0.1,3,2,6,0.1,5.25,0.9,0.9,1.5,3.5,2.5,6,0.1,4,3,6,0.1,0,720,6,6,N/A,N/A,3.3,2.7,0.87,179,53,3,1,N/A,N/A,N/A,3,0,RSC 1917 Factory
1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,3,0.9,0.9,1.5,1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,0.9,8mm,12,179,N/A,1,53,52.084,50,38,38,38,38,38,38,38,0.9,66,69,70,89,89,89,89,89,89,89,0.0025,38,1,1,1,N/A,3,2,3,0.1,3.5,2.5,3,0.1,2.5,1.5,3,0.1,3,2,3,0.1,3,0.9,0.9,1.5,3.5,2.5,3,0.1,4,3,3,0.1,0,720,6,6,N/A,N/A,3.3,2.7,0.87,179,53,3,1,N/A,N/A,N/A,3,0,RSC 1917 Optical
1.2,0.3,4.05,0.045,1.2,0.5,4.05,0.045,1.2,0.3,4.05,0.045,1.2,0.5,4.05,0.045,16,0.4,0.4,0.75,1.2,0.3,4.05,0.045,1.2,0.5,4.05,0.045,0.9,8mm,12,449,N/A,2,38,34.73,33.34,26.05,25,21.5,21.5,21.5,21.5,21.5,0.7,10,11,12,29,30,47,47,47,47,47,0.0025,21.5,4,4,1.66666,N/A,2,1,4.05,0.045,2,1,4.05,0.045,2,1,4.05,0.045,2,1,4.05,0.045,16,0.4,0.4,0.75,2,1,4.05,0.045,2.5,1.5,4.05,0.045,0,570,9,9,N/A,N/A,3.9,3.7,0.75,449,38,3,1,N/A,N/A,N/A,1.5,0,RSC SMG Factory
1.2,0.225,2.7,0.045,1.2,0.375,2.7,0.045,1.2,0.225,2.7,0.045,1.2,0.375,2.7,0.045,8,0.4,0.4,0.75,1.2,0.225,2.7,0.045,1.2,0.375,2.7,0.045,0.9,8mm,12,449,N/A,2,38,34.73,33.34,26.05,25,21.5,21.5,21.5,21.5,21.5,0.7,10,11,12,29,30,47,47,47,47,47,0.0025,21.5,3,4,2,N/A,2,1,2.7,0.045,2,1,2.7,0.045,2,1,2.7,0.045,2,1,2.7,0.045,8,0.4,0.4,0.75,2,1,2.7,0.045,2.5,1.5,2.7,0.045,0,570,9,9,N/A,N/A,3.9,3.7,0.75,449,38,3,1,N/A,N/A,N/A,1.5,0,RSC SMG Optical
1.2,0.4,9,0.3,1.2,0.5,9,0.3,1.2,0.4,9,0.3,1.2,0.5,9,0.3,5,0.8,0.8,5,1.2,0.4,9,0.3,1.2,0.5,9,0.3,2,455WebleyMkII,12,199,N/A,8,53,52.09,50,34.73,33.34,26.05,25,20.84,20,17.37,0.56666666,6,9,10,15,16,21,22,27,28,33,0.0025,15,1,1,1,N/A,2,0.8,9,0.3,2,1.2,9,0.3,2,0.8,9,0.3,2,1.2,9,0.3,5,0.8,0.8,5,2,0.8,9,0.3,2,1.2,9,0.3,0,230,6,6,N/A,N/A,2.85,2.85,0.6,199,53,1,1,N/A,N/A,N/A,1.5,0,Revolver MkVI
1.2,0.24,4.05,0.045,1.2,0.76,4.05,0.045,1.2,0.24,4.05,0.045,1.2,0.76,4.05,0.045,16,0.33,0.33,0.504,1.2,0.24,4.05,0.045,1.2,0.76,4.05,0.045,2,8mm,12,550,N/A,2,28,25,20.84,20,17.5,17.5,17.5,17.5,17.5,17.5,0.65,11,12,27,28,37,37,37,37,37,37,0.0025,17.5,3,3,1.083329,N/A,2.5,1.5,4.05,0.045,2.75,1.75,4.05,0.045,2.5,1.5,4.05,0.045,2.75,1.75,4.05,0.045,16,0.33,0.33,0.504,2.5,1.5,4.05,0.045,3.25,2.25,4.05,0.045,0,520,25,25,N/A,N/A,2.766,2.1,0.8,550,28,3,1,N/A,N/A,N/A,1.5,0,Ribeyrolles 1918 Factory
1.2,0.18,2.7,0.045,1.2,0.57,2.7,0.045,1.2,0.18,2.7,0.045,1.2,0.57,2.7,0.045,8,0.33,0.33,0.504,1.2,0.18,2.7,0.045,1.2,0.57,2.7,0.045,2,8mm,12,550,N/A,2,28,25,20.84,20,17.5,17.5,17.5,17.5,17.5,17.5,0.65,11,12,27,28,37,37,37,37,37,37,0.0025,17.5,2.001,3,1.3,N/A,2.5,1.5,2.7,0.045,2.75,1.75,2.7,0.045,2.5,1.5,2.7,0.045,2.75,1.75,2.7,0.045,8,0.33,0.33,0.504,2.5,1.5,2.7,0.045,3.25,2.25,2.7,0.045,0,520,25,25,N/A,N/A,2.766,2.1,0.8,550,28,3,1,N/A,N/A,N/A,1.5,0,Ribeyrolles 1918 Optical
2,0,6.7,0,3,1,6.7,0,2,0,6.7,0,3,1,6.7,0,3,1,1,2,2,0,6.7,0,3,1,6.7,0,0,British303,12,62,N/A,4,80,80,100,100,80,80,80,80,80,80,0.9,0,20,40,75,115,115,115,115,115,115,0.0025,80,1,1,1,N/A,3,2,6.7,1,4.5,3.5,6.7,1,2.5,1.5,6.7,1,4,3,6.7,1,3,1,1,5,3.5,2.5,6.7,1,5,4,6.7,1,0,740,5,N/A,N/A,N/A,N/A,N/A,N/A,62,100,3,1,N/A,5,N/A,5,0,Ross MkIII
2,0,10.05,0,3,1,10.05,0,2,0,10.05,0,3,1,10.05,0,4.5,1,1,2,2,0,10.05,0,3,1,10.05,0,0,British303,12,62,N/A,4,80,80,100,100,80,80,80,80,80,80,0.9,0,20,40,75,115,115,115,115,115,115,0.0025,80,1,1,1,N/A,3,2,10.05,1,4.5,3.5,10.05,1,2.5,1.5,10.05,1,4,3,10.05,1,4.5,1,1,5,3.5,2.5,10.05,1,5,4,10.05,1,0,740,5,N/A,N/A,N/A,N/A,N/A,N/A,62,100,3,1,N/A,5,N/A,5,0,Ross MkIII Infantry
2,0,10.05,0,3,1,10.05,0,2,0,10.05,0,3,1,10.05,0,4.5,1,1,2,2,0,10.05,0,3,1,10.05,0,0,30-40,12,124,0.33333334,5,79,40,40,40,40,40,40,40,40,40,0.9,61,100,100,100,100,100,100,100,100,100,0.0025,40,1,1,1,0.86333334,3,2,10.05,1,4.5,3.5,10.05,1,2.5,1.5,10.05,1,4,3,10.05,1,4.5,1,1,5,3.5,2.5,10.05,1,5,4,10.05,1,0,610,5,5,1,1.31,N/A,N/A,N/A,124,79,3,1,0.53,5,1.5666667,5,0,Russian 1895 Cavalry
2,0,10.05,0,3,1,10.05,0,2,0,10.05,0,3,1,10.05,0,4.5,1,1,2,2,0,10.05,0,3,1,10.05,0,0,762x54mm,12,56,0.33333334,4,80,80,100,100,80,80,80,80,80,80,0.9,0,40,60,100,140,140,140,140,140,140,0.0025,80,1,1,1,0.86333334,3,2,10.05,1,4.5,3.5,10.05,1,2.5,1.5,10.05,1,4,3,10.05,1,4.5,1,1,5,3.5,2.5,10.05,1,5,4,10.05,1,0,820,5,5,1,1.31,N/A,N/A,N/A,56,100,3,1,0.53,5,1.5666667,5,0,Russian 1895 Infantry
2,0,6.7,0,3,1,6.7,0,2,0,6.7,0,3,1,6.7,0,3,1,1,2,2,0,6.7,0,3,1,6.7,0,0,762x54mm,12,56,0.33333334,4,80,80,100,100,80,80,80,80,80,80,0.9,0,40,60,100,140,140,140,140,140,140,0.0025,80,1,1,1,0.86333334,3,2,6.7,1,4.5,3.5,6.7,1,2.5,1.5,6.7,1,4,3,6.7,1,3,1,1,5,3.5,2.5,6.7,1,5,4,6.7,1,0,820,5,5,1,1.31,N/A,N/A,N/A,56,100,3,1,0.53,5,1.5666667,5,0,Russian 1895 Sniper
2,0,10.05,0,3,1,10.05,0,2,0,10.05,0,3,1,10.05,0,3,1,1,2,2,0,10.05,0,3,1,10.05,0,0,30-40,12,124,0.3333333,4,79,40,40,40,40,40,40,40,40,40,0.9,41,80,80,80,80,80,80,80,80,80,0.0025,40,1,1,1,0.8633333,3,1.334,10.05,1,4.5,2.3345,10.05,1,2.5,1.0005,10.05,1,4,2.001,10.05,1,3,1,1,5,3.5,1.6675,10.05,1,5,2.668,10.05,1,0,580,5,5,1,1.31,N/A,N/A,N/A,124,79,3,1,0.53,5,1.5666667,5,0,Russian 1895 Trench
1.5,0.3,4.05,0.045,1.75,0.5,4.05,0.045,1.5,0.3,4.05,0.045,1.75,0.5,4.05,0.045,16,0.6,0.6,0.47,1.5,0.3,4.05,0.045,2.25,0.5,4.05,0.045,2,9x19mm,12,770,N/A,2,28,25,20.84,20,17.37,16.67,15,15,15,15,0.8,11,12,21,22,29,30,37,37,37,37,0.0025,15,5,5,2.333324,N/A,2.5,1.5,4.05,0.045,2.75,1.75,4.05,0.045,2.5,1.5,4.05,0.045,2.75,1.75,4.05,0.045,16,0.6,0.6,0.47,2.5,1.5,4.05,0.045,3.25,2.25,4.05,0.045,0,380,81,81,N/A,N/A,4.5,3.95,0.85,770,28,3,1,N/A,N/A,N/A,1.5,0,SMG 08-18 Factory
1.5,0.225,2.7,0.045,1.75,0.375,2.7,0.045,1.5,0.225,2.7,0.045,1.75,0.375,2.7,0.045,8,0.6,0.6,0.47,1.5,0.225,2.7,0.045,2.25,0.375,2.7,0.045,2,9x19mm,12,770,N/A,2,28,25,20.84,20,17.37,16.67,15,15,15,15,0.8,11,12,21,22,29,30,37,37,37,37,0.0025,15,4,5,2.8,N/A,2.5,1.5,2.7,0.045,2.75,1.75,2.7,0.045,2.5,1.5,2.7,0.045,2.75,1.75,2.7,0.045,8,0.6,0.6,0.47,2.5,1.5,2.7,0.045,3.25,2.25,2.7,0.045,0,380,81,81,N/A,N/A,4.5,3.95,0.85,770,28,3,1,N/A,N/A,N/A,1.5,0,SMG 08-18 Optical
2,0,6.7,0,3,0.5,6.7,0,2,0,6.7,0,3,0.5,6.7,0,3,1,1,2,2,0,6.7,0,3,0.5,6.7,0,0,British303,12,52,0.4,4,80,80,100,100,80,80,80,80,80,80,0.9,0,20,40,75,115,115,115,115,115,115,0.0025,80,1,1,1,0.9,3,1.334,6.7,1,4.5,2.3345,6.7,1,2.5,1.0005,6.7,1,4,2.001,6.7,1,3,1,1,5,3.5,1.6675,6.7,1,5,2.668,6.7,1,0,740,10,5,0.6333,1.2333,N/A,N/A,N/A,52,100,3,1,0.5,5,1.7666667,5,0,SMLE MKIII Carbine
2,0,10.05,0,3,1,10.05,0,2,0,10.05,0,3,1,10.05,0,4.5,1,1,2,2,0,10.05,0,3,1,10.05,0,0,British303,12,52,0.4,4,80,80,100,100,80,80,80,80,80,80,0.9,0,20,40,75,115,115,115,115,115,115,0.0025,80,1,1,1,0.9,3,2,10.05,1,4.5,3.5,10.05,1,2.5,1.5,10.05,1,4,3,10.05,1,4.5,1,1,5,3.5,2.5,10.05,1,5,4,10.05,1,0,740,10,5,0.6333,1.2333,N/A,N/A,N/A,52,100,3,1,0.5,5,1.7666667,5,0,SMLE MKIII Infantry
2,0,6.7,0,3,1,6.7,0,2,0,6.7,0,3,1,6.7,0,3,1,1,2,2,0,6.7,0,3,1,6.7,0,0,British303,12,52,0.4,4,80,80,100,100,80,80,80,80,80,80,0.9,0,20,40,75,115,115,115,115,115,115,0.0025,80,1,1,1,0.9,3,2,6.7,1,4.5,3.5,6.7,1,2.5,1.5,6.7,1,4,3,6.7,1,3,1,1,5,3.5,2.5,6.7,1,5,4,6.7,1,0,740,10,5,0.6333,1.2333,N/A,N/A,N/A,52,100,3,1,0.5,5,1.7666667,5,0,SMLE MKIII Marksman
2,0,4.5,0.3,2,0.4,4.5,0.3,2,0,4.5,0.3,2,0.4,4.5,0.3,6,0.8,1.2,11,2,0,4.5,0.3,2,0.4,4.5,0.3,2,12g,12,299,0,5,12.5,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,0.65,14,21,21,21,21,21,21,21,21,21,0.007,6.25,1,1,1,-1,2,0.3,4.5,0.3,2,0.5,4.5,0.3,2,0.2,4.5,0.3,2,0.4,4.5,0.3,6,0.8,1.2,11,2,0.4,4.5,0.3,2,0.6,4.5,0.3,2.7,333,2,1,0,0,N/A,N/A,N/A,299,12.5,2,12,-1,1,2.6666667,1,2.7,Sawed Off Shotgun
1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,3,0.1,0.1,0.95,1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,0.9,Mauser792x57mm,12,299,0.33,1,40,35,35,35,35,35,35,35,35,35,0.7,40,80,80,80,80,80,80,80,80,80,0.0025,35,1,1,1,0.78,3,2,3,0.1,3.5,2.5,3,0.1,2.5,1.5,3,0.1,3,2,3,0.1,3,0.1,0.1,0.95,3.5,2.5,3,0.1,4,3,3,0.1,0,800,5,5,1.0667,1.3,N/A,N/A,N/A,299,40,3,1,0.45,5,0.7,3,0,Selbstlader 1906 Factory
1.2,0.10005,3,0.1,1.2,1.05,3,0.1,1.2,0.10005,3,0.1,1.2,1.05,3,0.1,3,0.1,0.1,0.95,1.2,0.10005,3,0.1,1.2,1.05,3,0.1,0.9,Mauser792x57mm,12,299,0.33,1,40,35,35,35,35,35,35,35,35,35,0.7,40,80,80,80,80,80,80,80,80,80,0.0025,35,1,1,1,0.78,3,2,3,0.1,3.5,2.5,3,0.1,2.5,1.5,3,0.1,3,2,3,0.1,3,0.1,0.1,0.95,3.5,2.5,3,0.1,4,3,3,0.1,0,800,5,5,1.0667,1.3,N/A,N/A,N/A,299,40,3,1,0.45,5,0.7,3,0,Selbstlader 1906 Sniper
1.2,0.15,6,0.1,1.2,1.05,6,0.1,1.2,0.15,6,0.1,1.2,1.05,6,0.1,5.25,0.53,0.53,1.1,1.2,0.15,6,0.1,1.2,1.05,6,0.1,0.9,Mauser792x57mm,12,224,N/A,1,40,35,35,35,35,35,35,35,35,35,0.7,40,80,80,80,80,80,80,80,80,80,0.0025,35,1,1,1,N/A,3,2,6,0.1,3.5,2.5,6,0.1,2.5,1.5,6,0.1,3,2,6,0.1,5.25,0.53,0.53,1.1,3.5,2.5,6,0.1,4,3,6,0.1,0,800,26,26,N/A,N/A,3.47,2.37,0.9,224,40,3,1,N/A,N/A,N/A,3,0,Selbstlader M1916 Factory
1.2,0.10005,3.75,0.0625,1.2,1.05,3,0.0625,1.2,0.10005,3.75,0.0625,1.2,1.05,3,0.0625,3,0.53,0.53,1.1,1.2,0.10005,3.75,0.0625,1.2,1.05,3,0.0625,0.9,Mauser792x57mm,12,224,N/A,1,40,35,35,35,35,35,35,35,35,35,0.7,40,80,80,80,80,80,80,80,80,80,0.0025,35,1,1,1,N/A,3,2,3,0.1,3.5,2.5,3,0.1,2.5,1.5,3,0.1,3,2,3,0.1,3,0.53,0.53,1.1,3.5,2.5,3,0.1,4,3,3,0.1,0,800,26,26,N/A,N/A,3.47,2.37,0.9,224,40,3,1,N/A,N/A,N/A,3,0,Selbstlader M1916 Marksman
1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,3,0.53,0.53,1.1,1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,0.9,Mauser792x57mm,12,224,N/A,1,40,35,35,35,35,35,35,35,35,35,0.7,40,80,80,80,80,80,80,80,80,80,0.0025,35,1,1,1,N/A,3,2,3,0.1,3.5,2.5,3,0.1,2.5,1.5,3,0.1,3,2,3,0.1,3,0.53,0.53,1.1,3.5,2.5,3,0.1,4,3,3,0.1,0,800,26,26,N/A,N/A,3.47,2.37,0.9,224,40,3,1,N/A,N/A,N/A,3,0,Selbstlader M1916 Optical
2,0,9,0.3,2,0.4,9,0.3,2,0,9,0.3,2,0.4,9,0.3,4.5,0.5,0.5,6,2,0,9,0.3,2,0.4,9,0.3,2,12g,12,163,0,2,9.1,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,0.65,14,21,21,21,21,21,21,21,21,21,0.007,4.55,1,1,1,-1,2,0.3,9,0.3,2,0.5,9,0.3,2,0.2,9,0.3,2,0.4,9,0.3,4.5,0.5,0.5,6,2,0.4,9,0.3,2,0.6,9,0.3,1.6,333,5,1,0.15,0.8,N/A,N/A,N/A,163,9.1,3,12,-1,1,0.53333336,1,1.6,Sjögren Inertial Factory
3,0.24,9,0.3,3,0.48,9,0.3,3,0.24,9,0.3,3,0.48,9,0.3,4.5,0.5,0.5,6,3,0.24,9,0.3,3,0.48,9,0.3,2,12g,12,163,0,2,75,34,34,34,34,34,34,34,34,34,0.65,23.5,60,60,60,60,60,60,60,60,60,0.002,34,1,1,1,-1,2,1,9,0.3,2,1,9,0.3,2,1,9,0.3,2,1,9,0.3,4.5,0.5,0.5,6,2,1,9,0.3,2.2,1.2,9,0.3,0,420,5,1,0.15,0.8,N/A,N/A,N/A,163,75,3,1,-1,1,0.53333336,5,0,Sjögren Inertial Slug
1.2,0.3,4.5,0.15,1.2,0.6,4.5,0.15,1.2,0.3,4.5,0.15,1.2,0.6,4.5,0.15,5,0.25,0.25,1.5,1.2,0.3,4.5,0.15,1.2,0.6,4.5,0.15,2,9x23mm,12,359,0,8,30,26.05,25,20.84,20,17.37,16.67,15,15,15,0.45,12.29,15,16,21,22,27,28,32.76,32.76,32.76,0.0025,15,1,1,1,4.75,2,0.8,4.5,0.15,2,1.2,4.5,0.15,2,0.8,4.5,0.15,2,1.2,4.5,0.15,5,0.25,0.25,1.5,2,0.8,4.5,0.15,2,1.2,4.5,0.15,0,350,8,8,0,0,N/A,N/A,N/A,359,30,3,1,4.75,8,2.6,1.5,0,Steyr M1912
1.2,0.4,4.5,0.15,1.2,0.4,4.5,0.15,1.2,0.4,4.5,0.15,1.2,0.4,4.5,0.15,5,0.4,0.4,1,1.2,0.4,4.5,0.15,1.2,0.4,4.5,0.15,2,32ACP,12,449,N/A,8,26.5,26.05,25,20.84,20,17.37,16.67,14.89,14.29,13.5,0.5,6,9,10,15,16,21,22,27,28,31.33,0.0025,13.5,1,1,1,N/A,2,0.8,4.5,0.15,2,1.2,4.5,0.15,2,0.8,4.5,0.15,2,1.2,4.5,0.15,5,0.4,0.4,1,2,0.8,4.5,0.15,2,1.2,4.5,0.15,0,320,9,9,N/A,N/A,1.4,1.25,0.8,449,26.5,3,1,N/A,N/A,N/A,1.5,0,Taschenpistole M1914
2,0,10.05,0,3,1,10.05,0,2,0,10.05,0,3,1,10.05,0,4.5,1,1,2,2,0,10.05,0,3,1,10.05,0,3.2,65_Arisaka,12,57,N/A,4,80,80,100,100,80,80,80,80,80,80,0.9,0,10,30,62.5,102.5,102.5,102.5,102.5,102.5,102.5,0.002,80,1,1,1,N/A,3,2,10.05,1,4.5,3.5,10.05,1,2.5,1.5,10.05,1,4,3,10.05,1,4.5,1,1,5,3.5,2.5,10.05,1,5,4,10.05,1,0,770,5,N/A,N/A,N/A,N/A,N/A,N/A,57,100,3,1,N/A,5,N/A,5,0,Type 38 Arisaka
